Loyalty Number,Segment_Name,Risk_Level,Churn_Prob,CLV,Revenue_At_Risk,Recommended_Action,Months_Since_Last_Active,Flights_6M,Points_6M
671528,Champions,Low,0.008260188,4048.72,33.443187116160985,Routine: Standard newsletter + rewards update,0.0,7.0,6772.0
671534,Champions,Low,0.11623439,3946.37,458.7039172717929,Routine: Standard newsletter + rewards update,5.033333333333333,7.0,13393.0
671628,Dormant Members,Low,0.10103872,2897.78,292.78797257587314,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,10.0,16976.0
671639,Champions,Low,0.011435635,5532.75,63.270511692389846,Routine: Standard newsletter + rewards update,0.0,14.0,16381.0
671764,Champions,Low,0.008275902,35850.6,296.69604861103,Routine: Standard newsletter + rewards update,0.0,21.0,49024.5
671803,Champions,Low,0.007201506,44468.02,320.2367050528153,Routine: Standard newsletter + rewards update,0.0,12.0,15616.0
671849,Champions,Low,0.011469008,16355.31,187.5791877915524,Routine: Standard newsletter + rewards update,2.033333333333333,7.0,14228.0
671906,Dormant Members,Critical,0.999864,2829.86,2829.475088670254,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
671911,Dormant Members,Low,0.017906196,2472.47,44.27253345124423,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,8.0,10576.0
671928,Champions,Low,0.024416342,4159.59,101.56197359070184,Routine: Standard newsletter + rewards update,2.033333333333333,3.0,5410.0
671933,Champions,Low,0.0069027035,7859.41,54.25117730564904,Routine: Standard newsletter + rewards update,0.0,16.0,17140.0
672039,Champions,Low,0.04474097,8945.69,400.2388584556803,Routine: Standard newsletter + rewards update,3.066666666666667,8.0,14903.0
672089,Champions,Low,0.014637518,2457.44,35.97082160189748,Routine: Standard newsletter + rewards update,2.033333333333333,10.0,15338.0
672103,Champions,Low,0.023088226,4811.74,111.09454102959484,Routine: Standard newsletter + rewards update,0.0,9.0,14343.0
672170,Champions,Low,0.013864313,5261.42,72.94597503175959,Routine: Standard newsletter + rewards update,1.0333333333333334,8.0,10069.0
672236,Champions,Low,0.0085198255,15925.06,135.67873268442227,Routine: Standard newsletter + rewards update,0.0,11.0,14247.0
672255,Dormant Members,Low,0.067444816,3359.24,226.5633244782686,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
672308,Champions,Low,0.021530928,9661.1,208.01244937237357,Routine: Standard newsletter + rewards update,2.033333333333333,8.0,13245.0
672336,Champions,Low,0.007640999,3886.5,29.696741877123717,Routine: Standard newsletter + rewards update,0.0,7.0,10310.0
672391,Dormant Members,Low,0.16123883,5907.08,952.4506930917502,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
672395,Champions,Low,0.013001232,2452.73,31.888512764042243,Routine: Standard newsletter + rewards update,1.0333333333333334,3.0,6117.0
672430,Champions,Low,0.0049320306,7564.61,37.30888776832726,Routine: Standard newsletter + rewards update,0.0,9.0,7271.0
672431,Champions,Low,0.0074248505,2872.98,21.33144693919457,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,12714.0
672570,Champions,Low,0.00863501,8267.12,71.38666088648141,Routine: Standard newsletter + rewards update,0.0,7.0,9629.0
672582,Dormant Members,Critical,0.99977106,4171.3,4170.345016568899,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
672600,Champions,Low,0.011087233,19228.46,213.19042010974135,Routine: Standard newsletter + rewards update,0.0,7.0,9370.0
672635,Champions,Low,0.012862736,7651.1,98.41408215817064,Routine: Standard newsletter + rewards update,0.0,0.0,0.0
672649,Champions,Low,0.0048828702,10390.67,50.736293337438255,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,40914.0
672679,Dormant Members,Low,0.01922513,5313.44,102.15157399088145,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
672781,Dormant Members,Low,0.0101019,9463.11,95.59539503476584,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,5.0,5895.0
672819,Dormant Members,High,0.41002965,8828.93,3620.123075430393,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
672893,Champions,Low,0.010317173,5810.63,59.94927410725504,Routine: Standard newsletter + rewards update,0.0,7.0,6140.0
672904,Champions,Low,0.009108428,13083.49,119.17002550233155,Routine: Standard newsletter + rewards update,0.0,10.0,15673.0
672917,Dormant Members,Critical,0.9998036,58166.55,58155.12624636591,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
673054,Champions,Low,0.011125952,2726.8,30.33824592828751,Routine: Standard newsletter + rewards update,0.0,8.0,13095.0
673061,At-Risk Loyalists,Critical,0.9907911,4706.68,4663.336571626664,Targeted Retention: Double points campaign for next 3 flights,13.2,0.0,0.0
673192,Champions,Low,0.007455444,7462.93,55.63945641783997,Routine: Standard newsletter + rewards update,0.0,12.0,22256.0
673301,Champions,Low,0.00715662,2086.61,14.93307444529608,Routine: Standard newsletter + rewards update,0.0,8.0,15329.0
673399,Champions,Low,0.022062084,5745.94,126.767409251146,Routine: Standard newsletter + rewards update,3.066666666666667,9.0,15076.0
673401,Champions,Low,0.011337856,2945.37,33.394180428329854,Routine: Standard newsletter + rewards update,0.0,4.0,5500.0
673424,Champions,Low,0.0076146345,11790.5,89.78034766460769,Routine: Standard newsletter + rewards update,0.0,9.0,13751.0
673492,Champions,Low,0.014332591,6875.61,98.5453034250252,Routine: Standard newsletter + rewards update,0.0,13.0,30123.0
673872,Dormant Members,Low,0.01787447,5375.66,96.08707329589872,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
673934,Champions,Low,0.0072375485,4629.0,33.50261188717559,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,17031.0
674118,Champions,Low,0.0071002496,2518.11,17.87920962260105,Routine: Standard newsletter + rewards update,0.0,16.0,26288.0
674281,Champions,Low,0.004360529,7590.91,33.100384166534056,Routine: Standard newsletter + rewards update,0.0,11.0,14979.0
674327,Champions,Low,0.012587569,18065.27,227.39782761850395,Routine: Standard newsletter + rewards update,2.033333333333333,8.0,14471.0
674372,Dormant Members,Low,0.022564374,3176.87,71.68408254481852,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
674375,Dormant Members,Low,0.019347465,8104.5,156.80152738373727,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
674394,Champions,Low,0.007710171,5016.55,38.67845798949711,Routine: Standard newsletter + rewards update,0.0,11.0,15905.0
674462,Champions,Low,0.01556068,5176.58,80.55110523173586,Routine: Standard newsletter + rewards update,0.0,4.0,8453.0
674497,Champions,Low,0.0043197037,7628.75,32.9539393883897,Routine: Standard newsletter + rewards update,0.0,7.0,7455.0
674637,Champions,Low,0.0065936,5395.83,35.577944232076405,Routine: Standard newsletter + rewards update,0.0,6.0,10476.0
674643,Dormant Members,Low,0.01927523,2570.24,49.541965675354,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
674689,Dormant Members,Low,0.1275042,4058.67,517.4974703720212,Re-Engagement: Points expiry reminder + transfer partner offer,3.066666666666667,4.0,4999.0
674738,At-Risk Loyalists,High,0.5324156,3885.46,2068.679627652168,Targeted Retention: Double points campaign for next 3 flights,6.066666666666666,5.0,10065.0
674781,Dormant Members,Low,0.02785424,11790.5,328.4154116278514,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,7.0,6874.0
674805,Champions,Low,0.008682263,11820.11,102.62530469893478,Routine: Standard newsletter + rewards update,0.0,7.0,11660.0
674876,Dormant Members,Low,0.0222055,7528.09,167.165001984369,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,2.0,3120.0
674923,Champions,Low,0.012322675,5492.39,67.68093934196979,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,15706.0
674933,Champions,Low,0.007449152,6878.01,51.23534159051255,Routine: Standard newsletter + rewards update,0.0,6.0,16860.0
675057,Champions,Low,0.029303547,6753.43,197.89945338193328,Routine: Standard newsletter + rewards update,2.033333333333333,7.0,6247.0
675104,Champions,Low,0.005818205,8300.71,48.29523204592987,Routine: Standard newsletter + rewards update,0.0,11.0,13554.0
675106,Champions,Low,0.010065611,4794.48,48.25937279373407,Routine: Standard newsletter + rewards update,0.0,6.0,8144.0
675204,Champions,Low,0.010377344,3199.7,33.2043867778033,Routine: Standard newsletter + rewards update,0.0,11.0,16209.0
675240,Dormant Members,Critical,0.9998927,13197.93,13196.514015727043,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
675243,Champions,Low,0.01674096,3303.09,55.29689471807331,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,15544.0
675385,Champions,Low,0.014392242,5815.26,83.6946282568574,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,12910.0
675405,Champions,Low,0.015899295,8714.92,138.56108387090265,Routine: Standard newsletter + rewards update,1.0333333333333334,14.0,27907.0
675409,Champions,Low,0.018898107,27564.74,520.9214090193808,Routine: Standard newsletter + rewards update,0.0,10.0,13118.0
675419,Dormant Members,Critical,0.9998597,39400.19,39394.66178558946,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
675442,Champions,Low,0.008378516,17636.42,147.7670262944512,Routine: Standard newsletter + rewards update,0.0,9.0,16467.0
675457,Champions,Low,0.009721835,3746.03,36.41828610396944,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,17229.0
675506,Champions,Low,0.014833907,2810.67,41.69321644736454,Routine: Standard newsletter + rewards update,1.0333333333333334,4.0,13002.0
675516,Champions,Low,0.016040545,2887.78,46.32156491570175,Routine: Standard newsletter + rewards update,1.0333333333333334,3.0,4907.0
675535,Champions,Low,0.012242042,5304.54,64.9384039083682,Routine: Standard newsletter + rewards update,0.0,12.0,17789.0
675538,Champions,Low,0.0059603425,8622.84,51.39507950093597,Routine: Standard newsletter + rewards update,0.0,6.0,10891.0
675541,Champions,Low,0.007895002,5284.04,41.71750711627305,Routine: Standard newsletter + rewards update,0.0,7.0,6477.0
675616,Champions,Low,0.00409975,8663.55,35.51838876600377,Routine: Standard newsletter + rewards update,0.0,14.0,22769.0
675651,Champions,Low,0.010454577,2574.02,26.91029130326584,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,15126.0
675710,Dormant Members,Critical,0.9998357,8509.45,8508.052149236202,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
675848,Champions,Low,0.008310817,2453.57,20.391171713396908,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,10663.0
675879,Champions,Low,0.0069839256,8000.55,55.87524586650543,Routine: Standard newsletter + rewards update,0.0,15.0,29736.0
675936,Champions,Low,0.010078267,11044.43,111.30871654908174,Routine: Standard newsletter + rewards update,0.0,13.0,20084.0
675956,Champions,Low,0.0093262205,18853.74,175.8341363018565,Routine: Standard newsletter + rewards update,0.0,7.0,12757.0
676203,Champions,Low,0.00499498,7907.13,39.49595667838119,Routine: Standard newsletter + rewards update,0.0,11.0,11096.0
676289,Champions,Low,0.016996922,5780.18,98.24526844087988,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,16168.0
676371,Dormant Members,Low,0.030744473,6802.07,209.12605418434364,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,1.0,1051.0
676376,Champions,Low,0.00868262,4428.03,38.44690086577087,Routine: Standard newsletter + rewards update,0.0,10.0,14945.0
676406,Champions,Low,0.012252143,4306.56,52.764587463140494,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,11149.0
676408,Dormant Members,Low,0.016405348,11633.58,190.85292529933156,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,2.0,2764.0
676409,Champions,Low,0.007941127,5926.73,47.064914578199385,Routine: Standard newsletter + rewards update,0.0,1.0,1563.0
676585,Champions,Low,0.15622468,15102.23,2359.3410932426154,Routine: Standard newsletter + rewards update,5.033333333333333,4.0,6932.0
676622,Champions,Low,0.0156132495,3722.37,58.11829155276529,Routine: Standard newsletter + rewards update,0.0,9.0,16621.0
676631,Champions,Low,0.015582295,2936.73,45.76099359082058,Routine: Standard newsletter + rewards update,2.033333333333333,8.0,13015.0
676639,Champions,Low,0.0079121115,8759.59,69.30685249934905,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,8942.0
676669,Champions,Low,0.0065760757,21504.34,141.41416738047263,Routine: Standard newsletter + rewards update,0.0,7.0,9802.0
676676,Dormant Members,Critical,0.99988294,4642.02,4641.476588788033,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
676873,Champions,Low,0.014705651,2360.6,34.714160788618024,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,19188.0
676877,Champions,Low,0.03422745,19174.63,656.2986789883302,Routine: Standard newsletter + rewards update,2.033333333333333,4.0,8232.0
676941,Champions,Low,0.008515602,12880.75,109.687340174336,Routine: Standard newsletter + rewards update,0.0,8.0,10818.0
677045,Champions,Low,0.022142896,12349.7,273.458128025569,Routine: Standard newsletter + rewards update,2.033333333333333,6.0,12032.0
677068,Champions,Low,0.014052074,3486.7,48.99536781944335,Routine: Standard newsletter + rewards update,1.0333333333333334,16.0,16295.0
677141,Champions,Low,0.01145049,2162.42,24.760768548958005,Routine: Standard newsletter + rewards update,0.0,16.0,26433.0
677153,Dormant Members,Critical,0.9993963,2561.58,2560.0336360359192,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
677174,Champions,Low,0.0066999462,2730.97,18.29735219210852,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,14571.0
677213,Champions,Low,0.0075941705,2936.73,22.302028375030496,Routine: Standard newsletter + rewards update,0.0,10.0,9091.0
677217,Champions,Low,0.035053097,23086.36,809.2484097996354,Routine: Standard newsletter + rewards update,2.033333333333333,10.0,15665.0
677218,Dormant Members,Low,0.0119240135,2319.82,27.661564987003807,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,6.0,5910.0
677292,Dormant Members,Critical,0.9998604,9035.67,9034.40867397666,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
677322,Champions,Low,0.050899204,3548.07,180.59393826339397,Routine: Standard newsletter + rewards update,3.066666666666667,10.0,13009.0
677329,Champions,Low,0.02934282,18688.31,548.3677326537111,Routine: Standard newsletter + rewards update,0.0,8.0,9514.0
677335,Champions,Low,0.007467868,9928.99,74.14838477259502,Routine: Standard newsletter + rewards update,0.0,10.0,26004.0
677404,Champions,Low,0.006144559,22256.69,136.75754509149118,Routine: Standard newsletter + rewards update,0.0,10.0,11127.0
677435,Champions,Low,0.0122939525,5123.2,62.98437753617763,Routine: Standard newsletter + rewards update,0.0,8.0,13354.0
677513,Dormant Members,Low,0.017686598,26199.53,463.3805549751967,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,8.0,8583.0
677527,Champions,Low,0.006645959,2446.66,16.260401730462906,Routine: Standard newsletter + rewards update,0.0,4.0,8016.0
677560,Champions,Low,0.047209233,2902.15,137.0082756832242,Routine: Standard newsletter + rewards update,3.066666666666667,7.0,7521.0
677606,Champions,Low,0.01636151,5380.9,88.03965120967477,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,17109.0
677669,Dormant Members,Critical,0.9998392,2843.56,2843.102717642784,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
677695,Champions,Low,0.008033598,2725.36,21.894446214288475,Routine: Standard newsletter + rewards update,0.0,6.0,6456.0
677704,Champions,Low,0.0041708704,3781.45,15.771937905903904,Routine: Standard newsletter + rewards update,0.0,3.0,5025.0
677717,Dormant Members,Low,0.03222545,8543.33,275.3126421141997,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,5.0,8797.0
677751,Champions,Low,0.008316817,9384.48,78.04900056749582,Routine: Standard newsletter + rewards update,1.0333333333333334,11.0,12255.0
677901,Dormant Members,Critical,0.9998604,17771.55,17769.069196861983,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
677925,Dormant Members,Critical,0.9998759,2471.08,2470.773346705437,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
677963,Champions,Low,0.061748836,6974.92,430.6931925149262,Routine: Standard newsletter + rewards update,3.066666666666667,3.0,6399.0
677976,Dormant Members,Medium,0.28438318,6965.42,1980.848274013996,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,7.0,10995.0
678205,Champions,Low,0.0039511994,20230.97,79.93659556932748,Routine: Standard newsletter + rewards update,0.0,12.0,22278.0
678217,Dormant Members,Low,0.004686093,5761.11,26.997097000423818,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
678243,Champions,Low,0.009690174,10179.72,98.64325706977397,Routine: Standard newsletter + rewards update,0.0,18.0,15547.0
678284,Champions,Low,0.009786814,1918.12,18.7722845351696,Routine: Standard newsletter + rewards update,0.0,11.0,11755.0
678341,Champions,Low,0.00690022,3056.22,21.088590912614016,Routine: Standard newsletter + rewards update,0.0,13.0,22710.0
678454,Champions,Low,0.0046204193,2698.69,12.469079494359905,Routine: Standard newsletter + rewards update,0.0,13.0,18920.0
678460,Champions,Low,0.011422296,5639.94,64.4210644105263,Routine: Standard newsletter + rewards update,0.0,12.0,22479.0
678493,Champions,Low,0.0037206162,3011.77,11.205640322819818,Routine: Standard newsletter + rewards update,0.0,3.0,3828.0
678514,Champions,Low,0.014215095,2220.19,31.560211698506027,Routine: Standard newsletter + rewards update,2.033333333333333,7.0,12871.0
678544,Dormant Members,Critical,0.99982953,9061.06,9059.515367588996,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
678603,Dormant Members,Low,0.13944991,7341.79,1023.8119498156012,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,9.0,10510.0
678616,Champions,Low,0.008985094,12252.6,110.09076022971422,Routine: Standard newsletter + rewards update,0.0,2.0,4268.0
678722,Dormant Members,Low,0.11684709,6582.29,769.1214348211139,Re-Engagement: Points expiry reminder + transfer partner offer,1.0333333333333334,8.0,10936.0
678786,Champions,Low,0.012464917,5639.94,70.30138547888025,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,15008.0
678837,Champions,Low,0.0056185285,14503.02,81.48563066868111,Routine: Standard newsletter + rewards update,0.0,7.0,12678.0
678858,Dormant Members,Critical,0.9998746,11665.1,11663.637101125718,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
678925,Champions,Low,0.008384452,19606.36,164.38858826395125,Routine: Standard newsletter + rewards update,0.0,3.0,6269.0
678933,Dormant Members,Low,0.0070007686,5380.9,37.67043552938848,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,7.0,8569.0
678967,Champions,Low,0.017837692,6035.09,107.65207692686468,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,18384.0
678991,Dormant Members,Critical,0.99989176,22110.4,22108.00672531128,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
679075,Champions,Low,0.006136778,7095.13,43.541236348403615,Routine: Standard newsletter + rewards update,0.0,15.0,25873.0
679132,Dormant Members,Low,0.023121458,3873.65,89.5644340267405,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
679155,Dormant Members,Critical,0.9998435,10978.78,10977.061581623557,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
679253,Dormant Members,Low,0.013276492,3694.65,49.05199207481928,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,6.0,6372.0
679311,Champions,Low,0.0071953544,10408.97,74.89622849822975,Routine: Standard newsletter + rewards update,0.0,9.0,14667.0
679414,Dormant Members,Low,0.004022272,7539.6,30.32632075008005,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
679437,Champions,Low,0.008957511,5677.31,50.85456571983174,Routine: Standard newsletter + rewards update,0.0,5.0,5534.0
679485,Champions,Low,0.018706173,13450.96,251.6159808039665,Routine: Standard newsletter + rewards update,2.033333333333333,5.0,6538.0
679531,At-Risk Loyalists,Critical,0.994175,5206.11,5175.784497129321,Targeted Retention: Double points campaign for next 3 flights,11.166666666666666,0.0,0.0
679607,Champions,Low,0.01054606,2722.21,28.70859075212851,Routine: Standard newsletter + rewards update,0.0,4.0,5088.0
679609,Champions,Low,0.024403783,2359.42,57.57877265106887,Routine: Standard newsletter + rewards update,0.0,10.0,18325.0
679623,Champions,Low,0.014389522,11658.6,167.76168554574252,Routine: Standard newsletter + rewards update,1.0333333333333334,9.0,12811.0
679638,Champions,Low,0.008164867,8591.6,70.14926983453334,Routine: Standard newsletter + rewards update,0.0,10.0,14252.0
679859,Dormant Members,Low,0.024099119,4428.03,106.71162193916736,Re-Engagement: Points expiry reminder + transfer partner offer,2.033333333333333,9.0,7195.0
679908,Champions,Low,0.028106026,3921.02,110.20429144456982,Routine: Standard newsletter + rewards update,2.033333333333333,7.0,10019.0
679994,Dormant Members,Low,0.012891679,8586.66,110.69646501084787,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680168,Dormant Members,Low,0.012691655,27386.15,347.57557295276786,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680181,Champions,Low,0.008406003,2874.09,24.159609178947285,Routine: Standard newsletter + rewards update,0.0,3.0,5249.0
680193,Dormant Members,Critical,0.9998154,2833.8,2833.2768930315974,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680304,At-Risk Loyalists,Critical,0.987785,2706.61,2673.54870939374,Targeted Retention: Double points campaign for next 3 flights,16.166666666666668,0.0,0.0
680376,Dormant Members,Low,0.028200563,2503.6,70.60292963534593,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680379,Champions,Low,0.008669861,2731.4,23.68085740953684,Routine: Standard newsletter + rewards update,0.0,2.0,2308.0
680444,Champions,Low,0.0071310643,8193.16,58.42595086760819,Routine: Standard newsletter + rewards update,0.0,8.0,14407.0
680445,Champions,Low,0.0048404043,5161.79,24.985150309889576,Routine: Standard newsletter + rewards update,0.0,7.0,9248.0
680485,Micro-Segment Outliers,Critical,0.9998832,11077.69,11076.395847716332,Priority Outreach: Direct call from relationship manager,0.0,0.0,0.0
680553,Dormant Members,Critical,0.9998735,8569.42,8568.336130707265,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680565,Champions,Low,0.008020707,4462.45,35.792005764367055,Routine: Standard newsletter + rewards update,1.0333333333333334,7.0,9848.0
680569,Champions,Low,0.0133191245,7046.48,93.85294417895376,Routine: Standard newsletter + rewards update,0.0,9.0,16657.0
680581,Champions,Low,0.0071470714,5476.53,39.14115102964919,Routine: Standard newsletter + rewards update,1.0333333333333334,13.0,20589.0
680738,Champions,Low,0.14440338,30061.69,4341.009738779515,Routine: Standard newsletter + rewards update,4.0,7.0,10870.0
680754,Dormant Members,High,0.4294302,4762.82,2045.2986820495128,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680839,Champions,Low,0.0043127467,7805.31,33.66232488603797,Routine: Standard newsletter + rewards update,0.0,6.0,6651.0
680878,Dormant Members,Low,0.024065062,8262.63,198.8407065685093,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
680886,Champions,Low,0.0066271448,67907.27,450.0313083873829,Routine: Standard newsletter + rewards update,0.0,10.0,9916.0
680945,Champions,Low,0.015525855,2592.89,40.256834492459895,Routine: Standard newsletter + rewards update,1.0333333333333334,5.0,8562.0
681032,Champions,Low,0.0062935837,24723.18,155.59740170381963,Routine: Standard newsletter + rewards update,0.0,14.0,21416.0
681250,Champions,Low,0.009254359,5789.35,53.5767215911299,Routine: Standard newsletter + rewards update,1.0333333333333334,5.0,5649.0
681270,Champions,Low,0.0146970935,6243.14,91.75601241715252,Routine: Standard newsletter + rewards update,1.0333333333333334,10.0,10494.0
681309,Champions,Low,0.008640333,4682.25,40.45619955821894,Routine: Standard newsletter + rewards update,0.0,9.0,17058.0
681328,Dormant Members,Low,0.008649255,3147.97,27.227595731606705,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,2.0,1486.0
681399,Champions,Low,0.0075473376,14709.0,111.01378819718956,Routine: Standard newsletter + rewards update,0.0,15.0,15584.0
681593,Dormant Members,Low,0.005282399,10208.93,53.9276393663371,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
681649,Champions,Low,0.005200966,4563.02,23.73211094493978,Routine: Standard newsletter + rewards update,0.0,9.0,14943.0
681722,Champions,Low,0.007108369,8012.12,56.95310471799225,Routine: Standard newsletter + rewards update,0.0,7.0,12043.0
681785,Champions,Low,0.0077404073,2395.57,18.54268739785068,Routine: Standard newsletter + rewards update,0.0,11.0,16501.0
681822,Champions,Low,0.008118651,6782.56,55.06523668542505,Routine: Standard newsletter + rewards update,0.0,5.0,4184.0
681887,Champions,Low,0.0057364875,11663.99,66.91033227456268,Routine: Standard newsletter + rewards update,0.0,8.0,7703.0
681921,Champions,Low,0.0077177784,4471.78,34.512207274949176,Routine: Standard newsletter + rewards update,0.0,5.0,4820.0
681961,Dormant Members,Critical,0.99987185,11611.95,11610.461928766968,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
681984,Champions,Low,0.0036630577,7575.65,27.750043021154124,Routine: Standard newsletter + rewards update,0.0,10.0,22112.0
682064,Dormant Members,Critical,0.9998312,2599.04,2598.6012811279297,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
682103,Champions,Low,0.005996861,4974.8,29.833184249140324,Routine: Standard newsletter + rewards update,0.0,5.0,7843.0
682194,Champions,Low,0.007839738,10208.93,80.03534045550042,Routine: Standard newsletter + rewards update,0.0,12.0,20767.0
682288,Champions,Low,0.009216008,4524.64,41.6991174261272,Routine: Standard newsletter + rewards update,2.033333333333333,4.0,9334.0
682308,Champions,Low,0.03610697,5079.83,183.4172702339664,Routine: Standard newsletter + rewards update,3.066666666666667,4.0,2984.0
682337,Dormant Members,Critical,0.99945694,4873.67,4871.023314914108,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
682356,Champions,Low,0.012339041,10963.96,135.28474798262118,Routine: Standard newsletter + rewards update,0.0,0.0,0.0
682419,Champions,Low,0.0072382614,3883.4,28.109064327180388,Routine: Standard newsletter + rewards update,1.0333333333333334,12.0,10474.0
682521,At-Risk Loyalists,Critical,0.9920896,5660.13,5615.35627277255,Targeted Retention: Double points campaign for next 3 flights,10.133333333333333,0.0,0.0
682528,Champions,Low,0.004480421,3226.85,14.457646753801964,Routine: Standard newsletter + rewards update,0.0,10.0,16455.0
682533,Dormant Members,Critical,0.9996495,5350.37,5348.49482740879,Re-Engagement: Points expiry reminder + transfer partner offer,0.0,0.0,0.0
682571,Champions,Low,0.004645242,2899.32,13.468042716812343,Routine: Standard newsletter + rewards update,0.0,4.0,2265.0
682654,At-Risk Loyalists,High,0.59528726,3274.19,1949.0836049300435,Targeted Retention: Double points campaign for next 3 flights,6.066666666666666,5.0,10345.0
682707,Champions,Low,0.007960281,5498.94,43.773109443280845,Routine: Standard newsletter + rewards update,0.0,4.0,7526.0
682709,Champions,Low,0.021494146,2929.92,62.97612952709199,Routine: Standard newsletter + rewards update,1.0333333333333334,6.0,10734.0
682813,Champions,Low,0.00815535,4222.63,34.43702405896038,Routine: Standard newsletter + rewards update,0.0,10.0,15057.0
682819,Champions,Low,0.022044953,8608.16,189.76648226201533,Routine: Standard newsletter + rewards update,2.033333333333333,15.0,23556.0
682826,Champions,Low,0.0059809196,3278.53,19.60862427358981,Routine: Standard newsletter + rewards update,0.0,7.0,13127.0
682840,Champions,Low,0.0075632264,7034.35,53.20238156092819,Routine: Standard newsletter + rewards update,0.0,8.0,12306.0
682979,Champions,Low,0.012356981,4330.39,53.5105456698034,Routine: Standard newsletter + rewards update,1.0333333333333334,15.0,23431.0
